Year,Company Name,Type of Breach,Records Compromised,Financial Loss,Impact Level,Industry,Human Error Factor,Human Error Factor Code,Mitigation Measures
2022,Apple,Insider Threat,364840,552860.1517,High,Technology,Unintentional Info Leak ,1,Regular Audits
2000,PNC Financial,Ransomware,22579,2427922.492,Low,Finance,Weak Password Management,5,Two-factor Authentication
2001,Bank of America,Phishing,464064,1578806.332,Medium,Finance,Insider Threat,3,Data Encryption
2019,Johns Hopkins,DDoS Attack,880620,2518663.902,Medium,Healthcare,Weak Password Management,5,Access Controls
2009,Home Depot,Ransomware,372056,1399683.822,High,Retail,Insider Threat,3,Regular Audits
2006,Kaiser Permanente,Physical Breach,383017,1538230.342,High,Healthcare,Insider Threat,3,Data Encryption
2008,HHS,Malware,269186,997622.6639,Critical,Government,Improper Disposal ,2,Regular Security Training
2024,Walgreens,Physical Breach,575939,2014232.843,Medium,Retail,Phishing Attack,4,Regular Audits
2012,Treasury Department,Malware,62788,2542921.297,High,Government,Weak Password Management,5,Two-factor Authentication
2015,Google,Phishing,487786,2555870.741,Medium,Technology,Weak Password Management,5,Data Encryption
2010,CIA,Physical Breach,120509,1460473.01,High,Government,Insider Threat,3,Two-factor Authentication
2005,Google,Insider Threat,439959,443541.8883,Medium,Technology,Unintentional Info Leak ,1,Regular Audits
2000,UPMC,Physical Breach,902418,2442483.309,Medium,Healthcare,Weak Password Management,5,Access Controls
2013,Best Buy,Phishing,267296,1496163.092,Critical,Retail,Insider Threat,3,Regular Audits
2014,DOE,Ransomware,522095,2475233.109,Medium,Government,Weak Password Management,5,Data Encryption
2017,Microsoft,DDoS Attack,462836,2545777.367,Critical,Technology,Weak Password Management,5,Two-factor Authentication
2019,Facebook,Phishing,267617,1032333.318,Critical,Technology,Improper Disposal ,2,Two-factor Authentication
2021,Community Health Systems,Phishing,727361,2544518.303,Critical,Healthcare,Weak Password Management,5,Data Encryption
2020,Citigroup,Ransomware,898588,1545782.352,Medium,Finance,Insider Threat,3,Regular Security Training
2003,HUD,Ransomware,259121,1529920.261,Critical,Government,Insider Threat,3,Regular Security Training
2018,HP,Insider Threat,945430,2111601.311,High,Technology,Phishing Attack,4,Data Encryption
2022,DOD,DDoS Attack,270232,495509.3978,Medium,Government,Unintentional Info Leak ,1,Two-factor Authentication
2024,PNC Financial,Insider Threat,618846,1942549.324,Low,Finance,Phishing Attack,4,Regular Audits
2002,JPMorgan Chase,Malware,291931,1014869.425,Low,Finance,Improper Disposal ,2,Access Controls
2017,Lowe's,Insider Threat,235606,1957036.237,High,Retail,Phishing Attack,4,Access Controls
2023,FBI,Phishing,917870,1957999.767,Medium,Government,Phishing Attack,4,Access Controls
2003,DOE,Insider Threat,180645,1935613.093,Critical,Government,Phishing Attack,4,Data Encryption
2005,UPMC,Phishing,89988,2030849.737,High,Healthcare,Phishing Attack,4,Regular Security Training
2013,Oracle,Ransomware,530462,501540.8682,Critical,Technology,Unintentional Info Leak ,1,Access Controls
2003,Capital One,Ransomware,688535,562426.5401,Critical,Finance,Unintentional Info Leak ,1,Two-factor Authentication
2002,US Bancorp,Malware,225219,475217.5162,High,Finance,Unintentional Info Leak ,1,Two-factor Authentication
2001,Costco,Ransomware,905124,1496948.614,Medium,Retail,Insider Threat,3,Access Controls
2015,USPS,Phishing,819779,2622236.38,High,Government,Weak Password Management,5,Regular Security Training
2007,Kroger,DDoS Attack,82283,2486030.896,Medium,Retail,Weak Password Management,5,Regular Security Training
2010,DOE,Malware,998114,1406358.063,High,Government,Insider Threat,3,Data Encryption
2006,Citigroup,DDoS Attack,534783,498895.5084,Critical,Finance,Unintentional Info Leak ,1,Regular Security Training
2012,Wells Fargo,Physical Breach,158989,472440.7879,Medium,Finance,Unintentional Info Leak ,1,Access Controls
2008,USPS,Physical Breach,490492,963597.0605,Medium,Government,Improper Disposal ,2,Regular Audits
2006,UPMC,Malware,140013,2546189.456,High,Healthcare,Weak Password Management,5,Regular Audits
2001,American Express,Phishing,101298,2079657.377,Critical,Finance,Phishing Attack,4,Data Encryption
2010,Mayo Clinic,Ransomware,852934,1546932.505,Low,Healthcare,Insider Threat,3,Data Encryption
2003,IBM,Phishing,572197,2476963.117,Critical,Technology,Weak Password Management,5,Data Encryption
2000,Kaiser Permanente,Insider Threat,603977,479986.3995,High,Healthcare,Unintentional Info Leak ,1,Data Encryption
2022,Johns Hopkins,Password Guessing,384469,1440918.998,Critical,Healthcare,Insider Threat,3,Regular Audits
2024,Capital One,Malware,361524,1550455.817,High,Finance,Insider Threat,3,Two-factor Authentication
2015,Community Health Systems,Password Guessing,143959,1592908.909,Medium,Healthcare,Insider Threat,3,Access Controls
2022,Walgreens,Phishing,663763,502874.2428,High,Retail,Unintentional Info Leak ,1,Data Encryption
2019,Best Buy,Malware,7097,1982829.248,Medium,Retail,Phishing Attack,4,Regular Security Training
2004,EPA,Insider Threat,97008,1034992.643,Medium,Government,Improper Disposal ,2,Regular Security Training
2021,DOE,Password Guessing,839261,2487287.924,High,Government,Weak Password Management,5,Regular Audits
2019,Oracle,Password Guessing,780825,969374.5972,Low,Technology,Improper Disposal ,2,Data Encryption
2004,DOE,Insider Threat,789485,2522985.365,Critical,Government,Weak Password Management,5,Regular Audits
2006,NASA,Insider Threat,852279,444566.1731,High,Government,Unintentional Info Leak ,1,Two-factor Authentication
2020,Walmart,Password Guessing,811652,993250.5385,Critical,Retail,Improper Disposal ,2,Two-factor Authentication
2001,DOE,Phishing,643307,2475854.494,Low,Government,Weak Password Management,5,Access Controls
2001,Microsoft,DDoS Attack,348649,1569135.087,Critical,Technology,Insider Threat,3,Regular Audits
2010,Google,Insider Threat,561823,2051810.581,High,Technology,Phishing Attack,4,Two-factor Authentication
2006,NASA,DDoS Attack,627178,930812.1273,High,Government,Improper Disposal ,2,Regular Security Training
2014,HP,Malware,867145,974763.3427,Medium,Technology,Improper Disposal ,2,Two-factor Authentication
2005,American Express,DDoS Attack,225884,1037446.02,Medium,Finance,Improper Disposal ,2,Regular Audits
2000,Walgreens,DDoS Attack,430091,1480255.876,High,Retail,Insider Threat,3,Data Encryption
2014,HUD,DDoS Attack,419287,1550072.529,Medium,Government,Insider Threat,3,Regular Audits
2005,Capital One,Physical Breach,105871,500754.0098,Medium,Finance,Unintentional Info Leak ,1,Regular Security Training
2020,Oracle,Ransomware,717945,1517744.917,High,Technology,Insider Threat,3,Two-factor Authentication
2002,EPA,Phishing,763387,1001740.122,High,Government,Improper Disposal ,2,Regular Audits
2021,Cisco,Physical Breach,166815,502182.1654,Medium,Technology,Unintentional Info Leak ,1,Data Encryption
2020,HHS,DDoS Attack,304641,2514876.763,High,Government,Weak Password Management,5,Regular Audits
2009,Apple,Ransomware,824303,1564552.817,High,Technology,Insider Threat,3,Data Encryption
2010,Cleveland Clinic,Password Guessing,276225,1063531.995,High,Healthcare,Improper Disposal ,2,Regular Security Training
2019,American Express,Phishing,270194,482301.2767,High,Finance,Unintentional Info Leak ,1,Two-factor Authentication
2007,IBM,DDoS Attack,608479,450142.3023,Medium,Technology,Unintentional Info Leak ,1,Regular Security Training
2014,Kroger,DDoS Attack,296304,908515.8101,Medium,Retail,Improper Disposal ,2,Regular Security Training
2023,US Bancorp,Ransomware,339239,2500081.052,High,Finance,Weak Password Management,5,Data Encryption
2023,Community Health Systems,DDoS Attack,118216,940889.3807,High,Healthcare,Improper Disposal ,2,Access Controls
2014,HP,Password Guessing,903522,1982089.749,Low,Technology,Phishing Attack,4,Access Controls
2017,Kaiser Permanente,Malware,895368,1498047.715,High,Healthcare,Insider Threat,3,Access Controls
2017,Kindred Healthcare,Malware,54339,2539788.773,Medium,Healthcare,Weak Password Management,5,Regular Audits
2003,American Express,Phishing,798718,2034489.99,High,Finance,Phishing Attack,4,Regular Audits
2005,Target,Password Guessing,592850,1062335.568,High,Retail,Improper Disposal ,2,Data Encryption
2000,PNC Financial,Malware,653641,2067165.39,High,Finance,Phishing Attack,4,Data Encryption
2000,Oracle,Phishing,411210,1483657.946,Medium,Technology,Insider Threat,3,Data Encryption
2013,Kaiser Permanente,Insider Threat,527622,1579956.12,High,Healthcare,Insider Threat,3,Regular Security Training
2002,Ascension,Password Guessing,791142,447108.355,Medium,Healthcare,Unintentional Info Leak ,1,Regular Security Training
2009,Apple,DDoS Attack,530949,2382766.559,Critical,Technology,Weak Password Management,5,Data Encryption
2011,Walgreens,DDoS Attack,866694,2096157.731,Low,Retail,Phishing Attack,4,Regular Audits
2019,Kindred Healthcare,Ransomware,214492,519613.1646,Low,Healthcare,Unintentional Info Leak ,1,Access Controls
2023,Tenet Healthcare,Malware,571523,1503386.6,Medium,Healthcare,Insider Threat,3,Two-factor Authentication
2002,Kindred Healthcare,Password Guessing,150191,2543085.346,Critical,Healthcare,Weak Password Management,5,Regular Audits
2009,Walmart,Phishing,215406,2536268.716,Critical,Retail,Weak Password Management,5,Regular Audits
2007,American Express,Physical Breach,602807,2438586.119,High,Finance,Weak Password Management,5,Regular Audits
2022,Cisco,Password Guessing,968186,2443749.721,High,Technology,Weak Password Management,5,Data Encryption
2002,Capital One,Insider Threat,428331,1391058.902,High,Finance,Insider Threat,3,Access Controls
2016,American Express,Password Guessing,575080,1566542.545,Medium,Finance,Insider Threat,3,Access Controls
2009,Johns Hopkins,Password Guessing,976465,1014871.17,Low,Healthcare,Improper Disposal ,2,Access Controls
2007,Walmart,Password Guessing,894740,1559195.813,High,Retail,Insider Threat,3,Data Encryption
2021,PNC Financial,Ransomware,620943,1510695.04,Medium,Finance,Insider Threat,3,Regular Security Training
2011,Kindred Healthcare,Malware,55312,1038334.429,Medium,Healthcare,Improper Disposal ,2,Regular Security Training
2013,Tenet Healthcare,Insider Threat,451399,1496174.647,High,Healthcare,Insider Threat,3,Access Controls
2020,Facebook,Insider Threat,313939,445620.2799,Medium,Technology,Unintentional Info Leak ,1,Data Encryption
2016,USPS,Malware,126326,1039422.743,High,Government,Improper Disposal ,2,Access Controls
2005,Capital One,DDoS Attack,364860,2437161.249,Critical,Finance,Weak Password Management,5,Two-factor Authentication
2012,Costco,DDoS Attack,341129,929877.6815,Medium,Retail,Improper Disposal ,2,Regular Security Training
2012,Apple,Ransomware,838244,401581.6319,Medium,Technology,Unintentional Info Leak ,1,Regular Security Training
2023,FBI,Phishing,486052,488978.0373,Critical,Government,Unintentional Info Leak ,1,Data Encryption
2018,Home Depot,Malware,999119,976327.7427,High,Retail,Improper Disposal ,2,Regular Audits
2023,HHS,Insider Threat,530991,427938.281,Low,Government,Unintentional Info Leak ,1,Access Controls
2020,Wells Fargo,DDoS Attack,933448,1047531.827,Medium,Finance,Improper Disposal ,2,Data Encryption
2009,Amazon,Phishing,330264,1028694.701,Medium,Technology,Improper Disposal ,2,Two-factor Authentication
2008,Apple,Insider Threat,870233,934950.9081,Critical,Technology,Improper Disposal ,2,Two-factor Authentication
2014,Capital One,Insider Threat,957518,1949598.509,Medium,Finance,Phishing Attack,4,Two-factor Authentication
2021,Kaiser Permanente,Phishing,193104,1596154.616,Medium,Healthcare,Insider Threat,3,Access Controls
2018,FBI,Physical Breach,954905,941904.8442,High,Government,Improper Disposal ,2,Two-factor Authentication
2001,Kindred Healthcare,Physical Breach,388391,1467882.764,Critical,Healthcare,Insider Threat,3,Two-factor Authentication
2023,EPA,DDoS Attack,279121,1064044.344,Critical,Government,Improper Disposal ,2,Access Controls
2016,Wells Fargo,Password Guessing,47184,1957838.667,High,Finance,Phishing Attack,4,Two-factor Authentication
2008,US Bancorp,Password Guessing,538114,2043815.744,Critical,Finance,Phishing Attack,4,Access Controls
2015,Goldman Sachs,DDoS Attack,367234,1046044.725,Low,Finance,Improper Disposal ,2,Regular Audits
2018,Kroger,Malware,621268,1573202.19,High,Retail,Insider Threat,3,Regular Audits
2001,PNC Financial,Insider Threat,582618,1546955.125,High,Finance,Insider Threat,3,Access Controls
2012,HCA Healthcare,Malware,13023,1022637.997,High,Healthcare,Improper Disposal ,2,Data Encryption
2015,HCA Healthcare,Phishing,320572,2035559.123,Medium,Healthcare,Phishing Attack,4,Regular Security Training
2024,Best Buy,Ransomware,146318,434459.1319,Critical,Retail,Unintentional Info Leak ,1,Access Controls
2014,Ascension,Phishing,455479,1440689.3,High,Healthcare,Insider Threat,3,Access Controls
2023,Facebook,DDoS Attack,463170,1411804.361,Critical,Technology,Insider Threat,3,Access Controls
2003,CIA,Ransomware,249044,2446980.398,High,Government,Weak Password Management,5,Two-factor Authentication
2012,Johns Hopkins,Ransomware,617200,1473801.451,Critical,Healthcare,Insider Threat,3,Data Encryption
2002,EPA,Phishing,452178,988187.8091,Medium,Government,Improper Disposal ,2,Regular Security Training
2010,Mayo Clinic,Password Guessing,261067,1598768.539,High,Healthcare,Insider Threat,3,Data Encryption
2002,Best Buy,Phishing,894429,1080155.601,Medium,Retail,Improper Disposal ,2,Regular Audits
2006,HCA Healthcare,DDoS Attack,281949,2043946.799,High,Healthcare,Phishing Attack,4,Two-factor Authentication
2001,HHS,Phishing,778548,1450760.307,Critical,Government,Insider Threat,3,Data Encryption
2014,PNC Financial,Password Guessing,588305,1073685.741,Medium,Finance,Improper Disposal ,2,Regular Audits
2013,Capital One,Physical Breach,913080,2538471.781,Critical,Finance,Weak Password Management,5,Regular Audits
2001,Tenet Healthcare,Password Guessing,72028,964179.4288,Medium,Healthcare,Improper Disposal ,2,Regular Security Training
2008,Lowe's,Password Guessing,10173,1012106.918,Low,Retail,Improper Disposal ,2,Two-factor Authentication
2018,Capital One,Insider Threat,543532,523898.5795,Medium,Finance,Unintentional Info Leak ,1,Regular Security Training
2013,Tenet Healthcare,Malware,347104,2419211.162,High,Healthcare,Weak Password Management,5,Two-factor Authentication
2005,NASA,Physical Breach,921583,2458311.295,Medium,Government,Weak Password Management,5,Access Controls
2012,Intel,Physical Breach,657255,2460978.445,Critical,Technology,Weak Password Management,5,Regular Security Training
2018,HP,Malware,138931,493072.4387,High,Technology,Unintentional Info Leak ,1,Regular Audits
2020,Morgan Stanley,Phishing,534487,1971957.468,Critical,Finance,Phishing Attack,4,Regular Security Training
2009,Lowe's,Ransomware,242781,1557165.521,Critical,Retail,Insider Threat,3,Regular Audits
2005,DOD,Password Guessing,22350,2009133.85,Critical,Government,Phishing Attack,4,Access Controls
2022,Amazon,Physical Breach,49144,1948934.391,High,Technology,Phishing Attack,4,Two-factor Authentication
2004,Microsoft,Physical Breach,210888,2189382.162,Medium,Technology,Phishing Attack,4,Regular Audits
2022,Apple,Physical Breach,941370,495947.4551,High,Technology,Unintentional Info Leak ,1,Access Controls
2019,JPMorgan Chase,Ransomware,301255,928889.4716,Low,Finance,Improper Disposal ,2,Access Controls
2020,CIA,Malware,421266,2022036.304,Low,Government,Phishing Attack,4,Two-factor Authentication
2017,Treasury Department,Malware,717657,1996837.169,Low,Government,Phishing Attack,4,Two-factor Authentication
